Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Firearm Used Flag,Location
KC19019972,03/19/2019,08:48,03/19/2019,08:48,03/19/2019,09:33,Vehicular – Non-Injury,,,636,NE 40TH ST and N KIMBALL DR,KANSAS CITY,64161,PC1239,SCP,N,ARR CHA VDR,W,F,41,false,
KC19020439,03/20/2019,17:11,03/20/2019,17:30,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA SUS,W,M,31,false,
KC19021179,03/23/2019,09:40,03/23/2019,09:40,,,Vehicular – Injury,,,423,N OAK TRFY and NE M 152 HWY E,KANSAS CITY,64155,PC0277,NPD,N,ARR CHA VDR,W,M,41,false,
KC19021555,03/25/2019,07:35,03/25/2019,09:09,,,Possession/Sale/Distribution of a Controlled Substance,35A,Drug / Narcotic Violations,115,00  W PERSHING RD,KANSAS CITY,64108,PJ1831,CPD,N,ARR CHA SUS,B,M,31,false,
KC19021815,03/26/2019,06:04,03/26/2019,07:20,03/26/2019,08:00,Stealing – Shoplift,23C,Shoplifting,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19021991,03/26/2019,17:49,03/25/2019,20:10,,,Property Damage,290,Vandalism/Destruction of Property,212,S 435 HWY and M 350 HWY,KANSAS CITY,64133,,MPD,N,VIC,B,M,61,false,
KC19022086,03/26/2019,23:30,03/26/2019,23:30,,,Arson,200,Arson,312,4300  S CLARY ST,KANSAS CITY,,,EPD,N,VIC,,,,false,
KC19022130,03/27/2019,08:06,03/27/2019,07:45,,,Stealing – Shoplift,23C,Shoplifting,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19022210,03/27/2019,10:50,03/27/2019,11:45,,,Embezzlement,270,Embezzlement,134,4600  S WORNALL RD,KANSAS CITY,64112,,CPD,N,VIC,,,,false,"4600  S WORNALL RD
KANSAS CITY 64112
(39.043743, -94.589653)"
KC19022442,03/28/2019,07:53,03/28/2019,07:53,,,Vehicular – Injury,,,121,I 35 HWY and FRONT ST,KANSAS CITY,64106,,CPD,N,ARR CHA VDR,B,F,28,false,
KC19022464,03/28/2019,09:53,03/28/2019,09:53,03/28/2019,11:06,Suicide – Attempted,,,113,14 ST and GRAND BLVD,KANSAS CITY,,,,N,VIC,W,M,32,false,
KC19022560,03/28/2019,15:04,03/28/2019,15:04,,,Vehicular – Non-Injury,,,635,NE 37TH ST and N BRIGHTON AVE,KANSAS CITY,64117,PC1364,SCP,N,ARR CHA VDR,B,F,43,false,
KC19022670,03/29/2019,00:08,03/29/2019,00:08,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,321,E 13TH ST and PROSPECT AVE,KANSAS CITY,64127,PJ1147,EPD,Y,VIC,B,M,29,false,
KC19022754,03/29/2019,11:26,03/29/2019,11:26,,,Assault (Non-Aggravated),13B,Simple Assault,221,4900  MAIN ST,KANSAS CITY,64111,PJ3911,MPD,N,VIC,W,F,30,false,
KC19022808,03/29/2019,15:27,03/29/2019,15:31,,,Recovered Property,,,112,1100  LOCUST ST,KANSAS CITY,64106,PJ1029,CPD,N,SUS,B,M,28,false,"1100  LOCUST ST
KANSAS CITY 64106
(39.10091, -94.577328)"
KC19022923,03/29/2019,23:41,03/29/2019,23:45,,,Dead Body,09A,Murder,334,4300  INDIANA AVE,KANSAS CITY,64127,PJ3527,EPD,N,CHA,B,M,23,true,
KC19023239,03/31/2019,13:00,03/31/2019,13:00,,,Vehicular – Injury,,,213,EASTWOOD TRFY and I 435 HWY NE,KANSAS CITY,64129,PJ4169,MPD,N,ARR CHA VDR,B,M,35,false,
KC19023320,03/31/2019,16:33,03/29/2019,00:13,,,Sodomy,11B,Forcible Sodomy,,1100  E 50TH TER,KANSAS CITY,64133,,,Y,SUS,B,M,,false,
KC19023378,04/01/2019,01:27,04/01/2019,01:27,,,Assault (Non-Aggravated),13A,Aggravated Assault,,1700  E KANSAS AVE,KANSAS CITY,,,,N,CMP VIC,B,F,19,false,
KC19023395,04/01/2019,06:01,04/01/2019,06:01,,,Miscellaneous Investigation,,,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,SUS,W,M,40,false,
KC19023520,04/01/2019,14:01,04/01/2019,13:45,04/01/2019,13:45,Stealing – Shoplift,90Z,All Other Offenses,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,CHA SUS,B,M,,false,
KC19023608,04/01/2019,18:31,04/01/2019,18:31,04/01/2019,22:41,Possession/Sale/Distribution of a Controlled Substance,35A,Drug / Narcotic Violations,213,8700  E 63RD TRFY,KANSAS CITY,64123,,MPD,N,ARR SUS CHA,B,M,32,false,
KC19023809,04/02/2019,13:12,04/02/2019,13:15,,,City/Municipal Warrant Arrest,,,,4300  N CORRINGTON,KANSAS CITY,64119,,,Y,SUS SCK,W,M,42,false,
KC19023960,04/02/2019,19:52,02/01/2019,:,,,Rape – Statutory,36B,Statutory Rape,,E 18 ST and WHITE AVE,KANSAS CITY,,,,N,VIC,B,F,,false,"E 18 ST and WHITE AVE
KANSAS CITY
(39.089094, -94.512695)"
KC19023975,04/02/2019,23:51,04/02/2019,23:00,,,Domestic Violence Robbery (Strong-Armed),120,Robbery,,E 45 ST and LAWN AVE,KANSAS CITY,,,,Y,SUS,,M,58,false,"E 45 ST and LAWN AVE
KANSAS CITY
(39.043765, -94.529939)"
KC19024065,04/03/2019,10:24,03/29/2019,16:00,,,Forgery,250,Counterfeiting / Forgery,999,1100  SW SMITH ST,BLUE SPRINGS,66064,,EPD,N,VIC,,,,false,
KC19024183,04/03/2019,16:55,04/03/2019,16:55,,,City/Municipal Warrant Arrest,,,324,2600  KENSINGTON AVE,KANSAS CITY,64128,PJ2209,EPD,N,ARR CHA SUS,W,F,23,false,
KC19024264,04/03/2019,19:53,04/03/2019,22:03,,,Casualty,,,,200  LYDIA,KANSAS CITY,64110,,,N,VIC,B,M,,false,
KC19024305,04/04/2019,02:42,04/04/2019,00:02,,,Burglary (Non-Residential),220,Burglary/Breaking and Entering,222,5000  WOODLAND AVE,KANSAS CITY,64130,,,N,VIC,,,,false,
KC19024309,04/04/2019,02:19,04/04/2019,02:19,,,City/Municipal Warrant Arrest,,,111,400  WASHINGTON ST,KANSAS CITY,64106,PJ0535,CPD,N,ARR CHA SUS,B,M,38,false,"400  WASHINGTON ST
KANSAS CITY 64106
(39.108375, -94.589651)"
KC19024382,04/04/2019,08:27,04/03/2019,20:56,04/03/2019,21:04,Property Damage,290,Vandalism/Destruction of Property,115,0  MEMORIAL DR,KANSAS CITY,64108,PJ2072,CPD,N,VIC,,,,false,
KC19024725,04/05/2019,12:40,04/05/2019,12:40,,,Eluding / Resisting a Lawful Stop,,,323,BENTON and 17TH,KANSAS CITY,64127,,,N,ARR CHA SUS,B,M,37,false,
KC19024959,04/06/2019,10:39,03/12/2019,00:01,,,Stealing – Other,23H,All Other Larceny,533,11200  HOLMES RD,KANSAS CITY,64114,,SPD,N,VIC,W,M,70,false,
KC19024972,04/06/2019,11:46,04/05/2019,22:00,04/06/2019,11:00,Stolen Auto,240,Motor Vehicle Theft,543,7700  E 108 ST,KANSAS CITY,64134,PJ6907,SPD,N,VIC,W,F,65,false,
KC19025082,04/06/2019,20:03,04/06/2019,20:00,04/06/2019,21:30,Stolen Auto,240,Motor Vehicle Theft,143,800  E 41ST ST,KANSAS CITY,64111,PJ3310,CPD,N,VIC A02,,F,30,false,
KC19025133,04/07/2019,02:42,04/07/2019,00:40,,,Loss,,,113,1300  WALNUT ST,KANSAS CITY,64108,,,N,CMP VIC A01,W,F,22,false,
KC19025283,04/07/2019,19:38,04/07/2019,19:20,,,Rape,11A,Forcible Rape,321,E 12TH ST and BENTON BLVD,KANSAS CITY,64127,PJ1169,EPD,N,VIC,W,F,53,false,
KC19025383,04/08/2019,08:49,04/06/2019,20:00,,,Assault (Non-Aggravated),13A,Aggravated Assault,,8700  E 40 HWY,KANSAS CITY,,,,N,SUS SOC,B,F,29,false,
KC19025571,04/08/2019,18:14,04/08/2019,18:14,04/08/2019,20:21,Vehicular – Non-Injury,,,534,E RED BRIDGE RD and US 71 HWY S,KANSAS CITY,64137,PJ7081,SPD,N,ARR CHA SUS VDR,B,M,27,false,
KC19025732,04/09/2019,11:50,04/09/2019,12:00,,,Miscellaneous Investigation,,,112,1100  LOCUST ST,GRANDVIEW,64030,,CPD,N,SUS,B,M,33,false,"1100  LOCUST ST
GRANDVIEW 64030
(39.006052, -94.133776)"
KC19025775,04/09/2019,09:13,04/09/2019,13:31,04/09/2019,14:44,Burglary (Residential),220,Burglary/Breaking and Entering,,3500  SOUTH BENTON,KANSAS CITY,64127,,,N,SUS,B,M,18,false,
KC19025852,04/09/2019,17:07,04/09/2019,17:07,,,Trespass of Real Property,90J,Trespass of Real Property,113,E 22ND ST and HOLMES ST,KANSAS CITY,64108,PJ1756,CPD,N,ARR CHA SUS,W,F,27,false,
KC19025898,04/09/2019,20:28,12/30/2018,02:00,12/30/2018,08:00,Sodomy,11B,Forcible Sodomy,,KANSAS CITY,KANSAS CITY,,,MPD,N,VIC,W,F,35,false,
KC19026030,04/10/2019,06:20,04/10/2019,10:31,,,State Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA SUS,W,M,32,false,
KC19026110,04/10/2019,14:36,04/05/2019,12:30,,,Property Damage,290,Vandalism/Destruction of Property,632,4200  N ANTIOCH RD,KANSAS CITY,64118,PC1221,SCP,N,VIC,,,,false,
KC19026168,04/10/2019,17:22,04/08/2019,22:30,04/09/2019,08:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,423,300  NW 96TH ST,KANSAS CITY,64155,,NPD,N,VIC,W,M,,false,
KC19026283,04/10/2019,13:27,04/11/2019,01:15,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA SUS,W,M,24,false,
KC19026342,04/11/2019,10:14,04/11/2019,10:00,,,Stealing – Shoplift,23C,Shoplifting,331,2700  INDIANA AVE,KANSAS CITY,64127,PJ2264,EPD,N,VIC SUS,,,,false,
KC19026397,04/11/2019,14:38,04/11/2019,14:35,,,Vehicular – Injury,,,643,NE M 152 HWY E and N I 435 HWY N,KANSAS CITY,64119,PC0382,SCP,N,ARR CHA VDR,W,F,22,false,
KC19026504,04/11/2019,20:52,04/11/2019,20:52,,,Stealing – Shoplift,23C,Shoplifting,422,9100  NW SKYVIEW AVE,KANSAS CITY,64153,PP0285,NPD,N,SUS,B,M,,false,
KC19026539,04/12/2019,02:02,04/12/2019,02:02,,,Stolen Auto,240,Motor Vehicle Theft,113,1801 ST and MAIN ST,KANSAS CITY,,,,N,VIC,U,F,49,false,
KC19026614,04/12/2019,11:22,04/12/2019,11:22,,,Assault (Non-Aggravated),13B,Simple Assault,313,2600  INDEPENDENCE BLVD,KANSAS CITY,64123,,EPD,N,VIC,W,M,30,false,
KC19026660,04/12/2019,14:27,04/12/2019,22:35,,,Legacy Incident Report/Arrest,,,323,2600  PROSPECT AVE KANSAS CITY,,,,,N,VIC,B,F,26,false,"2600  PROSPECT AVE KANSAS CITY
(42.064863, -87.725614)"
KC19026834,04/13/2019,02:30,04/13/2019,02:25,,,Assault (Aggravated),13A,Aggravated Assault,241,AGNES AVE and E MEYER BLVD,KANSAS CITY,64132,PJ5038,MPD,N,VIC,B,M,31,true,
KC19026918,04/13/2019,12:25,04/13/2019,12:25,,,Domestic Violence Assault (Aggravated),13B,Simple Assault,,16 and WASHINGTON,KANSAS CITY,,,,Y,VIC SUS,W,F,39,false,
KC19027021,04/13/2019,21:15,04/13/2019,21:15,04/13/2019,21:38,Stealing – Shoplift,23C,Shoplifting,223,5400  PROSPECT AVE,KANSAS CITY,64131,,,N,VIC,,,,false,
KC19027245,04/15/2019,00:00,04/12/2019,19:30,04/12/2019,21:00,Rape,11A,Forcible Rape,,6300  SOUTH BENTON BLVD,KANSAS CITY,64132,,,N,VIC,B,F,21,false,
KC19027259,04/15/2019,03:27,04/15/2019,03:25,,,Alcohol Influence Report,90D,Driving Under the Influence,,E I 70 HWY and N PASEO,KANSAS CITY,,,,N,VIC,,,,false,
KC19027496,04/15/2019,18:27,04/15/2019,18:28,,,Eluding / Resisting a Lawful Stop,,,222,55 ST and 71,KANSAS CITY,,,,N,CHA SUS,B,M,26,false,
KC19027656,04/16/2019,10:37,04/16/2019,10:37,,,State Warrant Arrest,,,,13600  S US 71 HWY,GRANDVIEW,64030,,OSPD,N,ARR CHA SUS,B,M,40,false,
KC19027682,04/16/2019,11:11,04/16/2019,11:11,,,Dead Body,,,224,6000  PROSPECT AVE,KANSAS CITY,64130,,MPD,N,VIC DEC,B,F,64,false,"6000  PROSPECT AVE
KANSAS CITY 64130
(39.017372, -94.555931)"
KC19027754,04/16/2019,15:19,12/28/2018,13:00,04/16/2019,17:34,Stealing – Other,23D,Theft From Building,,00  BROADWAY,KANSAS CITY,,,,N,VIC,B,F,41,false,
KC19027838,04/16/2019,16:08,04/16/2019,19:25,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA SUS,W,M,31,false,
KC19027946,04/17/2019,09:07,04/15/2019,18:00,04/15/2019,23:50,Property Damage,290,Vandalism/Destruction of Property,632,4100  N BRIGHTON AVE,KANSAS CITY,64119,PC1231,SCP,N,VIC,W,M,69,false,
KC19028165,04/17/2019,22:47,04/17/2019,22:47,,,Assault (Non-Aggravated),13B,Simple Assault,636,8200  NE UNDERGROUND DR,KANSAS CITY,64119,,SCP,N,CMP VIC,W,F,20,false,"8200  NE UNDERGROUND DR
KANSAS CITY 64119
(39.156368, -94.483751)"
KC19028287,04/18/2019,13:10,04/18/2019,13:10,,,Trespass of Real Property,90J,Trespass of Real Property,113,00  E 14TH ST,KANSAS CITY,64106,,CPD,N,VIC,,,,false,
KC19028347,04/18/2019,16:02,04/18/2019,15:30,,,Assault (Non-Aggravated),13B,Simple Assault,632,4200  N ANTIOCH RD,KANSAS CITY,64118,PC1221,SCP,N,SUS,B,M,,false,
KC19028399,04/18/2019,19:16,04/18/2019,19:16,04/18/2019,21:55,Soliciting Prostitution,40A,Prostitution,332,E 38 ST and PROSPECT AVE,KANSAS CITY,64128,,EPD,N,VIC,,,,false,
KC19028432,04/18/2019,21:28,04/18/2019,21:28,,,City/Municipal Warrant Arrest,,,222,E 55TH ST and MICHIGAN AVE,KANSAS CITY,,PJ4358,MPD,N,ARR CHA SUS,B,M,34,false,
KC19028579,04/19/2019,11:09,04/19/2019,11:05,,,Recovered Stolen Auto,240,Motor Vehicle Theft,111,W 13TH ST and HICKORY ST,KANSAS CITY,,PJ1042,CPD,N,VIC,,,,false,
KC19028610,04/19/2019,13:26,04/19/2019,13:26,,,Assault (Aggravated),13A,Aggravated Assault,243,E 81 ST and GARFIELD AVE,KANSAS CITY,64132,,MPD,N,VIC,W,M,,true,
KC19028858,04/20/2019,12:21,04/20/2019,12:21,,,Outside State Warrant Arrest,,,242,N 71 HWY N and E GREGORY ST E,KANSAS CITY,64130,,MPD,N,ARR CHA SUS,W,M,32,false,
KC19028981,04/20/2019,23:27,04/20/2019,23:27,,,Alcohol Influence Report,90D,Driving Under the Influence,233,E 79 ST and TR00ST AVE,KANSAS CITY,64131,,MPD,N,ARR CHA SUS,B,F,41,false,
KC19029148,04/21/2019,19:11,04/21/2019,19:11,,,Assault (Non-Aggravated),13B,Simple Assault,532,E 108 TER and SYCAMORE TER,KANSAS CITY,64134,,SPD,N,SUS,B,M,30,false,
KC19029183,04/21/2019,21:42,04/21/2019,22:30,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA SUS,B,M,30,false,
